text,label
IGD Rumah Sakit Blambangan Banyuwangi Tidak Terima Pasien,1
Catatan Menu Garuda Indonesia Ditulis Tangan,1
Pernyataan Prof. Dr. Ir Budi Indarto Terkait Pantangan Konsumsi Makanan,1
DANA Membagikan Saldo Gratis Senilai Rp250.000 hingga Rp1 Juta,1
"Artikel detiknews Berjudul ""Novel Bakmumin : Tribun Formula E Roboh Itu Peringatan Dari Allah Sponsornya Minuman Bir""",1
"Resmi Dirilis, Oppo A92 Dibanderol Rp 4 Jutaan",0
"Merasa Kehidupannya Diusik, Mantan Suami Tata Janeeta Marah-marah",0
Kemenhub Akan Keluarkan Aturan Soal Kebutuhan Transportasi Mendesak,0
Presiden Joko Widodo Menolak Malaysia Jadi Anggota Tetap G20,1
"Pada Akhirnya, Selamat Jalan Abah Adi Kurdi",0
"Pengusaha Kesulitan Bayar THR, Buruh: Kan Sudah Dapat Stimulus",0
"Banyak Panggung Batal, Febrian Nindyo 'HiVi!' Tetap Bermusik dari Rumah",0
5 Orang Korea Ini Jago Ngulek Sambal hingga Bikin Kolak,0
"Bantuan Sosial dari Pemerintah Sebesar Rp1,5 Juta pada Ramadan 2025",1
Cumi - Cumi Raksasa di Pulau Seram - Maluku,1
Pelantikan PNS Bisa Lewat Online,0
"Anies Piknik Bersama 5200 Anak Yatim dan Dhuafa, Cuma 1 Media Meliput",1
Gol-gol Keren Atalanta Saat Hadapi Valencia,0
Orang Tua Bangga Deva Mahenra Jadi TNI AU di Film 'Serigala Langit',0
Pemerintah: Sebaran Kasus Corona di Kabupaten/Kota Semakin Luas,0
"Makanan Kalengan Sering Dipilih Untuk Stok, Ini Fakta Uniknya",0
"Kisah Hijrah Five Vi, Terketuk dari Kajian Ustaz Khalid Basalamah",0
Aksi 100 Ribu Mahasiswa 1 Februari 2024 di Istana Negara dan Gedung MPR RI,1
Saat Harley-Davidson Pakai Baju Motorcross,0
Foto Ular Bertanduk Tanda Kiamat Sudah Dekat,1
Sedang Dibangun Asrama Tentara Merah China di Cikalong Wetan Jabar,1
BUMN-Kemenristek-Kemenkes Keroyokan Buat Obat dan Alkes Lokal,0
KPK Jemput Paksa Khofifah untuk Jegal Anies Baswedan ke Pilpres 2024,1
Alfamart Giveaway Tiga Sepeda Motor Listrik,1
"Akun Palsu FB Mencatut Nama Anggota DPRD Kota Pekanbaru Riau, Robin Eduar",1
Wakil Presiden Ma'ruf Amin Beri Rp1 Miliar Jika Banser Menang Lawan KKB,1
Surat Pengangkatan CPNS Mengatasnamakan Kementerian PANRB,1
Ali Mochtar Ngabalin Dibaiat di Gereja,1
Kafe Lokasi Syuting 'Itaewon Class' Ini Terpaksa Tutup karena Corona,0
"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Mencabut Ijazah S1 Gibran Rakabuming Raka",1
Video Serangan Gagak dan Nyamuk Jumbo di China saat Virus Corona Mewabah,1
"Gempa M 6,1 Terjadi di Melonguane Sulut, Tak Berpotensi Tsunami",0
Akun WhatsApp Mengatasnamakan Kadisdik dan Kadishub Kota Tasikmalaya,1
Akun WhatsApp Mengatasnamakan Dandim 0804/Magetan,1
"Amien Rais Belum Habis, Kini Cap Kongres PAN 'Teroris'",0
"Konferensi Pers Presiden Jokowi: ""Yang Bertato di Tembak Mati""",1
Video Penemuan Dinosaurus Terakhir di Yogyakarta,1
Panglima TNI Marsekal Hadi Tjahjanto Diberhentikan Akibat Tenggelamnya KRI Nanggala 402,1
"Pasar Madiun akan Diliburkan selama 3 Hari, karena Disemprot Disinfektan",1
"Pandemi Corona, Ini Jadwal Baru MRT, LRT, dan TransJakarta",0
"RUU Larangan Minuman Beralkohol Diusulkan PPP-PKS-PAN, Belum Dibahas di Baleg",0
Pelajaran yang Didapat Baim Wong dari Meninggalnya Sang Ibu,0
"Maaf, Jepang Tidak Membayar Setengah Biaya Liburanmu",0
Lowongan Kerja Juru Ketik di Kantor Camat Pasar Muara Bungo,1
Gubernur Sumbar Imbau Warga Tak Balik ke Perantauan demi Cegah Corona,0
Akun WhatsApp Mengatasnamakan Admin Media Sosial Kecamatan Bojonggede,1
Walkot Semarang Optimistis Pertahankan Laju Pertumbuhan Ekonomi,0
"Cairan Miss V Dibikin Parfum Pembangkit Libido Pria, Siapa Mau Coba?",0
"Tarif Resmi Naik Hari Ini, Ojek Online Tetap Jadi Idola",0
Kuning Telur Menyebabkan Penyakit Jantung,1
Belum Dilantik Aja Sudah Bikin Umat Islam Sakit Hati (Diskriminasi Nama Muhammad di Bandara Melukai Umat Islam),1
"Keluar Penjara, Lutfi Ingin Jadi Pengacara, Idolakan Hotman Paris",0
Akun WhatsApp Mengatasnamakan Pegawai Pusat Edukasi Anti-Korupsi KPK,1
Rapat Pleno C1 Kecamatan Plumbon Cirebon Berlangsung Tertutup Saksi Kubu 02 Dilarang Masuk,1
Kelompok Jamaah Tabligh Telah Sampai di Papua untuk Berjihad,1
Akun Facebook Mengatasnamakan Kepala BKPSDM Kota Cirebon,1
Insentif Pajak Hotel di Bali Tunggu Surat Sri Mulyani,0
The King: Eternal Monarch Episode 16 Tak Alami Peningkatan Rating,0
"Akrobat di Saham Kualitas Rendah, Segini Kerugian Jiwasraya",0
Kuesioner Berhadiah Rp2 Juta Dalam Rangka HUT PLN ke-80,1
Unesa Pastikan 9 Mahasiswanya Penerima Beasiswa di Wuhan Sehat,0
"Polisi Gagalkan Peredaran 11 Kg Sabu di Jakbar, WN Malaysia Diburu",0
"Sahur dan Buka di Rumah Aja Pengantin Baru, Ini 5 Tips Siapkan Sahur Pertama",0
Link Pendaftaran BPUM 2021 dari BRI,1
Gunung Merapi Lenyapkan 15 Desa Secara Brutal,1
"Keluar-Masuk Jakarta Harus Punya SKIM, Bagaimana dengan Atlet?",0
Galeri Foto Wouw! Restoran Ini Berdiri di Atas Kastil Berusia 200 Tahun Penuh Sejarah,0
"Tautan Pencairan THR dari Pemerintah Senilai Rp2,75 Juta",1
Akun Facebook Mengatasnamakan Pj Bupati Aceh Selatan,1
Restoran di Nigeria Menyajikan Daging Manusia,1
Nomor WhatsApp Mengatasnamakan Sekretaris Daerah Kabupaten Karanganyar Timotius Suryadi,1
"Perkuat Imun Tubuh, Warga Berjemur di Pagi Hari",0
"Batuk-batuk, Kivlan Zen Tak Bisa Lanjutkan Kesaksian di Sidang Habil Marati",0
"Anies Baswedan Tunda Formula E, Ini Respons Menpora",0
Rekaman Suara Menhan Prabowo Subianto Bocor,1
4 Poin Putusan Mahkamah Agung Soal Vaksin Halal,1
Video Wanita Jatuh di Stasiun MRT Jakarta,1
Replika Tengkorak Nabi Adam,1
Katanya Polisi Harus Netral Nyatanya?? Kok Bebas Acungkan 1 Jari??,1
"PN Tipikor Mulai Sidang Kasus Korupsi Via Teleconference, Begini Tata Caranya",0
Model Cantik Catwalk di Mesin Jet Pesawat,0
"Mobil Milik dr Tirta Dibobol Maling di Serpong, Laptop-Dokumen COVID-19 Raib",0
"PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang ""Kuat""",1
Para Pejabat di Era Jokowi Sosialisasi Manfaat Miras,1
Karena Sumatera Utara Tak Cuma Danau Toba,0
"Iuran BPJS Kesehatan Naik, Komunitas Pasien Cuci Darah Kembali Gugat Pemerintah",0
Satu Awak Kabin Korean Air Positif Virus Corona COVID-19,0
Instagram Live Punya Fitur Baru untuk Mudahkan Berdonasi,0
Galaxy Fold 2 Disebut Siap Meluncur Agustus 2020,0
Tahun Ini Kontraktor Bisa Pilih Gross Split Atau Cost Recovery,0
Beberapa Penyakit Ini Intai Milenial yang Suka Jajan Sembarangan,0
"Hari Pertama Puasa, Harga Emas Antam Naik Ceban",0
Menko Luhut Dirawat di Belgia,1
Sandiaga Salahuddin Uno Punya Gelar Profesor,1
Vaksin Covid-19 akan Membuat Flu Biasa Menjadi Lebih Mematikan,1
PDIP minta MUI Agar Babi Panggang Halal,1
Video Makhluk Misterius Muncul di Langit Arab Saudi,1
Kapal Pesiar Lewat Jalan Tikus di India,1
Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI,1
"Adu Harta Menteri Erick Thohir, Wishnutama, dan Nadiem Makarim",0
Donasi Tom Moore Bertambah hingga Rp 390 M,0
Ritel di AS Tutup Lagi Gara-gara Penjarahan dan Demo George Floyd,0
Kantor KPU Kab. Wonogiri Pakai Dukun Dalam Pemilu 2019,1
"5 Idol Korea yang Punya Alergi Makanan, dari Timun hingga Salmon",0
"Selain Keraton Agung Sejagat, Ini 3 'Kerajaan' yang Bikin Heboh Indonesia",0
Akun WhatsApp Mengatasnamakan Pj Wali Kota Salatiga,1
Undian Berhadiah M-Kios 2019,1
Video Viral PKL Menangis Mengaku Diancam Istri Wakapolda Sumatera Selatan,1
"SDN Bahagia 05 Bekasi Tergenang Air, Kepsek Minta Pemda Turun Tangan",0
Cara Mencegah Pemblokiran Facebook,1
"The Bibit, Bebet, Bobot of Jokowi Keluarga PKI, Broken Pula",1
Positif Corona di Bengkulu Bertambah 3 Setelah Nihil Kasus Baru 9 Hari,0
Curhat Warga Studio Alam Depok: Ojol Ogah Masuk hingga Tak Boleh Ngantor,0
Pertamina Salurkan Dana Rp 17 Miliar ke Peternak Sapi hingga Bengkel,0
Jepang Rayu India agar Mau Bantu Australia Menyerang Indonesia,1
"Video Erupsi Gunung Berapi Whakaari, Selandia Baru",1
Video Rombongan FPI Bermotor saat Demonstrasi 13 Oktober 2020,1
Gowes Merah Putih 2020 Bersama Forkopimda Sumatera Barat pada 23 Agustus 2020,1
China Claim Reynhard Sinaga Adalah Warga Negara China,1
Ban Mobil Presiden Jokowi Bocor saat Kunjungan ke Jawa Tengah,1
"Mal Dibuka Lagi 8 Juni, Pengamat: Berbahaya!",0
Video Keputusan PBB dan WHO untuk Hentikan Vaksinasi Covid-19 di Dunia,1
"Tingkat Kesembuhan Covid-19 Mencapai 99,9 Persen",1
MRT Fase II Dibangun Maret,0
Bayi Babi Menyerupai Manusia,1
"Ada PSBB, SPBU dan Agen LPG Tetap Beroperasi",0
Serba-serbi New Normal di Mal,0
Masih Percaya Corona Tak Sebabkan Kematian? Ini Data Kemenkes RI,0
Pemerintah: Banyak Pasien Positif Corona Justru Tidak Terlihat Sakit,0
Akun Facebook Mengatasnamakan Wakil DPRD Sulawesi Utara,1
Surat Undangan Mengatasnamakan Pj Bupati Minahasa Tenggara,1
Pelatih Timnas Guinea Sebut Indonesia Negara Miskin,1
Tautan Lowongan Kerja dari Pabrik Aqua,1
Tok! Tarif Ojol Naik Rp 250/Km,0
Awkenyang : Lauk Rumahan dari Resep Andalan Ibu Awkarin,0
Undangan Digital Mengatasnamakan BNI Menggunakan Tombol View WhatsApp,1
Pesan Berantai Terkait Persyaratan Isolasi Mandiri Covid-19 Mengatasnamakan U Stay Hotel Mangga Besar,1
Subsidi Gas LPG 3 Kg akan Diganti Bantuan Uang pada Tahun 2026,1
Video Nasabah BCA Sulit Tarik Dana Deposito,1
Presiden Jokowi Takut Datang ke Markas PBB karena Ancaman Sniper,1
500 Pegawai Bank Mandiri Dikerahkan Jadi Relawan Bantu Korban Banjir,0
Drama Korea 'Revolutionary Love' Tayang di Trans TV Mulai 10 Juni,0
Video Presiden Jokowi Tagih Utang Malaysia Rp100 Miliar Lewat Bank Dunia,1
Fakta-fakta Kecelakaan Maut dan Wanita Mabuk di Karawaci,0
"Terseret Kasus Romy, Menag: Demi Allah Saya Cuma Kebagian Sedikit, Itupun Belum Saya Gunakan Uangnya",1
"Ramadhan, #AntarkanSemangat dan Nikmati Kuliner UKM BNI #dirumahsaja",0
"Nikita Mirzani Dijemput Paksa, Pengacara: Bukan Berarti Dia Salah",0
Seniman Performans Melati Suryodarmo Unjuk Gigi,0
Debat Imam Nahrawi vs Sesmenpora soal Acara di Istana: Cari Panggung!,0
"Lagu ""Indonesia Raya"" Digunakan untuk Pembukaan Piala Dunia 2026",1
"Banyak yang Tertawakan Nasibnya Kini, Nikita Mirzani: Tunggu Saja!",0
17 Negara Melarang Penggunaan Vaksin AstraZeneca,1
"Wajah Azriel Terlihat Murung, Andre Taulany: Hadapi Semua dengan Bismillah",0
Makan Brutu Ayam Bikin Pikun,1
Lowongan Kerja PT PLN (Persero) 2022,1
"Seduhan Bawang Putih, Jahe, dan Kunyit Bisa Bersihkan Paru-paru",1
"Baru 100 Kabupaten yang Sudah Salurkan BLT Desa, Sisanya?",0
BBKSDA Riau Duga Korban Terkaman Harimau di Inhil Pembalak Liar,0
"Teror Kaca Rumah Pecah, Dewi Perssik Ketakutan",0
"Akun Facebook Mengatasnamakan Mantan Wali Kota Tasikmalaya periode 2007-2012, H. Syarif Hidayat",1
Tidak Kapok! 8 Fakta Vitalia Sesha Pakai Narkoba Biar Energik hingga Ditahan,0
Rektor UGM Mengeluarkan Gielbran Muhammad Noor atas Aksi Mengkritik Presiden Jokowi,1
Ular Makan Senapan Laras Panjang Jenis AK 47,1
"Viral Bensin Isi Air di SPBU Jalan Pramuka Jakpus, Begini Faktanya",0
Waspada Penuh! Ubur-ubur Ini Bisa Membunuhmu,0
Istri Jalaluddin Rakhmat: Kami Sudah Dapat Restu Syiah Internasional Dukung Jokowi,1
"Seorang Petani di Poso Hilang, Diduga Diculik Sipil Bersenjata",0
Uang Pecahan Rp75.000 Tidak Berlaku untuk Transaksi Jual Beli,1
The Keranjang Bali: Landmark Baru di Bali Berbentuk Keranjang Raksasa,0
Jalur Pendakian Gunung Penanggungan Via Jolotundo Telah Dibuka,1
TKW Asal Lombok 6 Bulan Bekerja Tidak Dapat Gaji Hanya Dapat Siksaan di Malaysia,1
"Divonis 18 Tahun Penjara, Zul Zivilia Ajukan Kasasi",0
"Buka Puasa Terpanjang Ada di Hanover, Jerman",1
Video Ungkapan Penyesalan Dwi Sasono: Saya Bukan Orang Jahat,0
Mobil Mungil Jadi Hotel Berjalan,0
Penculikan Anak di Desa Kranji Paciran Lamongan,1
Pembukaan Kembali Objek Wisata di Kabupaten Pangandaran,1
"LinkAja Punya Layanan Syariah, Ini Cara Aktifkannya",0
Adakah yang Lebih Baik dari Pemilu-Pilkada Nyaris Serentak 2024?,0
Vaksin Massal oleh Dinas Kesehatan Provinsi Sumatera Utara,1
"Diterjang Corona, Bisnis Hotel di Yunani Dibayangi Kebangkrutan",0
"Gempa M 4,0 di Ransiki Papua Barat, Tak Berpotensi Tsunami",0
Presiden Jokowi Bentak Harvey Moeis atas Kasus Korupsi Timah,1
Pajak Mercy yang Disita dari Eks Bos Jiwasraya Seharga Motor,0
"Trailer 'Morbius' Dirilis, Saham Sony Bergerak ke Mana?",0
"Yamaha Tutup Pabrik Sementara, Gaji dan THR Karyawan Aman?",0
Cara ke Karimun Jawa dan Biaya Tiket Masuk Ala Backpacker,0
Cegah Covid-19 dengan Cara Meningkatkan Antibodi,1
Jos Banget! Keindahan Green Canyon Pengandaran yang Tak Pudar,0
Bahaya Terkait WHO Pandemic Treaty,1
"WNI ABK World Dream Diobservasi, 3 RS Disiapkan Jadi Rujukan Suspect Corona",0
Gubernur Riau Syamsuar Jenguk Sri Rahayu Pengidap Kanker Ganas di Kepala,0
"Heboh Kasus Pelecehan 'Nth Room' di Tengah Pandemi di Korsel, Apa Itu?",0
Toyota Rilis Mobil Tenaga Air,1
Rencana Orang Terkaya Australia Garap Proyek Listrik Rp 34 T di Kalimantan,0
"Mobil Tabrak Pohon Depan SD di Gowa, Siswa Geger Berhamburan Keluar Kelas",0
"Dari Pesta Halloween, Awal Awkarin Kenal Putra Wishnutama",0
Sekjen PBB Ucapkan Selamat Pada Prabowo Atas Terpilihnya Menjadi Presiden RI,1
China Tuding Indonesia sebagai Sumber Virus Corona Covid-19,1
Masa Karantina Jadi Asyik dengan Memainkan 5 Game Memasak Ini,0
Aplikasi Android untuk Scan Vaksin Covid-19 yang Terhubung Jaringan 5G,1
Starbucks Telah Disahkan Haram Oleh JAKIM,1
"Suap Komisioner KPU Diduga Terkait PAW-nya di DPR, Ini Kata Riezky Aprilia",0
"Pakai Baju Seksi Saat Racik Kebab, Vanessa Angel Dinyinyiri Netizen",0
"Penggrebekan dan Penangkapan Warga Asing Cina, Pelaku Pembuatan KTP dan Paspor Palsu serta Sejumlah Surat Kartu Lain",1
Cara Tyas Mirasih Sambut New Normal,0
"Bagai Neraka Dunia, Kota Ini Punya Api Abadi di Bawah Tanah",0
Sony Segera Ungkap Detail Spesifikasi PS5,0
"Ikan Mati Hidup Kembali, Setelah Ditaruh di Air Zam-Zam",1
Pesan WhatsApp Bantuan BPJS Kesehatan Sebesar Rp75 Juta,1
Video Prabowo Umumkan Ahmad Dhani jadi Menterinya,1
"Perjalanan Haji Dibatalkan Tahun Ini, Penyelenggara: Tak Mengejutkan",0
"Foto Pesantren Al-Qur'an Terbakar, 28 Santri dan Guru Tewas Terpanggang",1
"Volkswagen, Daimler, sampai Airbus Setop Produksi karena Corona",0
Tahukah Kamu? Mercy Satu-satunya Merek Mobil dari Nama Wanita,0
"Naik Tipis, IHSG Dibuka Hijau di 4.635",0
"Bertambah 4, Pasien Positif Corona di Riau Jadi 30 Orang",0
Akun Facebook Mengatasnamakan Kapolres Tanjabbar,1
Kubah Hijau Makam Nabi Muhammad SAW di Masjid Nabawi Memerah,1
"Tohap Silaban Emosional karena Ditilang, Polisi: Berhenti di Bahu Tol Bikin Macet",0
"Selama Corona, Peserta BPJS Kesehatan Dapat Keringanan Bayar Denda",0
PSSI Putuskan Keluar dari AFC dan Pindah ke Zona Oseania,1
Informasi Tarif Denda Tilang Terbaru pada November 2024,1
Minum Air Es Saat Hamil Membuat Bayi Lahir Besar,1
"Biarin Saya Gak Jadi Kepala, Tetapi Nanti Saya Akan Masuk Kedalam Kepala dan Menjadi Isi Kepalanya Kepala",1
"Cah Solo, Ini Kesempatan Berkarier di Dunia Digital",0
Surat Edaran Daftar Aplikasi Ilegal yang akan Diblokir Mengatasnamakan Kementerian Kominfo,1
Penjualan Organ Tubuh dan Daging Manusia,1
"Faktor Cuaca, Festival Salju Sapporo Harus Impor Ribuan Ton Salju",0
4 Tips Bercinta Kilat yang Bisa Dilakukan Sebelum Imsak Tiba,0
Video Pemberitaan tentang BPOM Hentikan Peredaran Vaksin Covid-19 dari Tiongkok,1
KPU Susupkan 52 Juta Pemilih Pemilu 2024 dalam Daftar Pemilih Sementara,1
Laode Syarif: Ada Piutang PNBP sektor SDA Rp 26 T Belum Ditagih,0
Penjual Baru di Tokopedia Melonjak di Tengah Pandemi Corona,0
UNHCR Komunitas Pencitraan Buatan Amerika Serikat,1
Gas Kandas! Itu Kunci Sri Ringkus Jambret RX King dengan Beat-nya,0
"Peneliti Oxford Minta Tes Vaksin Covid-19 Dihentikan, Banyak Relawan Tumbang",1
"Suhu Tubuh Pegawai hingga Menteri Dicek di Istana, Bagaimana dengan Jokowi?",0
"Ikutan Tolak Revisi UU KPK, Mahasiswa UNINDRA Dapat Ceperan",1
Akun TikTok Prabowo Bansos Bagikan Uang dengan Persyaratan Umur 30-60 Tahun,1
Cerita Miris ABK WNI Dieksploitasi Kerja 18 Jam Sehari di Kapal China,0
"Virus Corona Makin Marak, Harga Masker Tembus Rp 3 Juta",0
Cadbury Beri 1300 Keranjang Coklat Gratis untuk Rayakan Halloween,1
Asyik! 5 Juta Nasabah Pegadaian Dapat Bebas Bunga 3 Bulan,0
"Dorong Kerukunan, Pemkot Semarang Ajak Warga Mancing di Polder Tawang",0
"Sebelum Meninggal, Ayah Yusuf Mansur Sesak Lalu Dibawa ke RS",0
Daun Ubi Jalar untuk Mengobati DBD,1
"Penumpang Melonjak, 60 Jadwal Kereta Tambahan Diluncurkan",0
Penampakan Hantu Terekam CCTV di RS Covid-19 Pulau Galang,1
Kenalan dengan Bos Baru Toyota Indonesia,0
BPKH: Jemaah yang Tarik Dana Haji Konsekuensinya Kemungkinan Tidak Berhaji Seumur Hidup,1
Akun WhatsApp Mengatasnamakan Kadishubkominfo Kabupaten Tasikmalaya,1
"Vanessa Angel Dapat Narkoba dari Mantan Kuasa Hukum, Ini Kata Milano Lubis",0
"Allah Bukan dari Arab, Kalau Berdoa di Masjid Pakai Bahasa Indonesia Saja",1
Bintang 'Mulan' Jadi Korban Rasisme Saat Pandemi Corona,0
Penetapan Batas Kekayaan Rakyat Indonesia Berdasarkan DTSEN,1
4 Manusia Rp 1.000 Triliun,0
"Kasus Positif Corona di Sulbar Tambah 2, Klaster Temboro dan Ijtima Gowa",0
Pemimpin Global di Sekitar Pak PM Imran Khan,1
Janelle Monae Gabung Billie Eilish dan Elton John Manggung di Oscar 2020,0
Anggota TNI Tepuk Tangan saat Melihat Halte Dibakar,1
WHO Serukan untuk Isolasi China karena Virus Corona Wuhan,1
"Cegah Penularan Corona, Pemudik yang Masuk ke Aceh Akan Jalani Rapid Test",0
Cina Tak Lagi Gunakan Vaksin Sinovac dan Indonesia telah Ditipu,1
Tata Cara Salat Jumat Berjamaah di Masa Transisi PSBB Corona,0
Dari Balon Seniman Ini Ciptakan Karya Super Keren,0
Saat Ini Seluruh Kabupaten-Kota di Sumbar Terdapat Kasus Positif Corona,0
Tol Cikarang Barat KM 31 Arah Cikampek Padat Imbas Pengendalian Kendaraan,0
Pihak Nikita Mirzani Tantang Sajad Ukra Lapor Polisi,0
Menpan-RB Kupas Habis Seleksi CPNS di DPR,0
Iklan Berhadiah Saldo E-money Mengatasnamakan BPD Lampung,1
Video Kendaraan Terseret Arus Banjir di Semarang,1
"Meliuk di Antara Bukit, Ini Jalan Penopang Kawasan Labuan Bajo",0
Pembawa Baki Sang Saka Merah Putih Diganti Detik Terakhir Upacara HUT RI di IKN,1
Presiden Joko Widodo Memecat Ketua KPK,1
Akun Facebook Mengatasnamakan Jhon Lbf Berbagi Hadiah Motor kepada Pengikutnya,1
Terjadi Pembegalan di Jln Nanga Pinoh Kota Baru Km. 7 Melawi Kalimantan Barat,1
Akun WhatsApp Mengatasnamakan Wakil Walikota Manado,1
Mobil Ferrari di Dalam Pesawat Garuda Indonesia,1
Surat Mengatasnamakan BKN Perihal Pengumuman Penetapan Nomor Induk Pegawai,1
"Siap Evakuasi WNI di Wuhan China, Panglima TNI Tunggu Perintah Menlu",0
Google Terancam Denda Rp 70 Triliun karena Lacak Browsing Pengguna,0
"Jika Lockdown Diperpanjang, Balapan F1 Inggris Terancam Ditunda",0
Spanduk Masjid Tolak Salatkan Jenazah yang Tidak Membeli Tiket Formula E,1
Lisa Kudrow Jawab Kritik soal 'Friends' Dianggap Kurang Beragam,0
"Terbukti Positif Narkoba Sepekan Usai Dilantik, Pejabat Pemprov Riau Dicopot",0
Menyelam Bersama iKON Lewat 'Dive',0
Rekaman Sopir Bus Sekolah Pingsan saat Mengemudi akibat Efek Vaksin Covid-19,1
"Kenalan dengan si 'Penari Spanyol', Cantik tapi Mematikan",0
"Kontroversi Klaim Rekomendasi TACB, Anies Pilih Serahkan ke Bawahan",0
KPK Minta Yasonna Tak Bebaskan Napi Korupsi Gegara Wabah Corona,0
Surat Kabinet Koalisi Adil Makmur,1
Pangdam Jaya Dudung Dapat Penghargaan dari Komunis Tiongkok,1
Lelang Mengatasnamakan KPKNL Samarinda,1
Mobil Dinas Presiden yang Baru Dibeli Tahun 2020 saat Pandemi Covid-19,1
Kebakaran Pabrik Kembang Api,1
Lulusan Perguruan Tinggi yang Mendapatkan Cumlaude Bisa Langsung Diangkat Menjadi PNS,1
Gubsu Edy soal Tanggap Darurat Corona di Sumut: Dilanjutkan sampai 7 Juni,0
"Rayakan Ultah ke-5, Putri Charlotte Menggemaskan di Foto Terbaru",0
Nggak Terlupakan! Pamela Bowie Bahagia Ngobrol 44 Detik Sama Jared Leto,0
Ehem! Kiky Saputri dan Dul Jaelani Saling Goda di Instagram,0
Bill Gates akan Meluncurkan Kapsul Implan Manusia untuk Melawan Virus Corona,1
"Sempat Flu, Begini Cara Dul Jaelani Jaga Kesehatan Demi Cegah Corona",0
Semburan Lumpur di Kranggan Bekasi,1
Nomor Telepon Mengatasnamakan Ajudan Penjabat Wali Kota Tanjungpinang,1
Mengenal Ginkgo Biloba dan 5 Manfaatnya,0
Foto: Bandara Retro dan Terbesar Dunia,0
Surat Perjanjian Jaminan Modal Mengatasnamakan PT iForte Solusi Infotek,1
Tautan Hadiah atau Undian Mengatasnamakan Alfamart,1
KPK 'Berburu' Harun Masiku,0
Gambar 50 Massa Demonstrasi Al-Zaytun Jilid 4 Hampir Tewas Dipukuli,1
Wow! Ada Pesta Bakso di Arena Salju Trans Snow World Bekasi,0
Pesan Berantai Wanita Meninggal Setelah Makan Mie Goreng Mengandung Arsenic,1
Prabowo Marah Sampai Menampar Tangan Pendukungnya,1
"Keuangan Tekor, Bagaimana Nasib Ribuan Karyawan Kereta Api?",0
"Please, Dolar AS Jangan Lebih dari Rp 15.000 di Akhir Tahun",0
Foto AS Negara Paling Rasis,1
Situs detik.com Memberitakan Pesan Terakhir Nadiem Makarim,1
Akun Instagram RSUD Syamsudin S.H. Tawarkan Give Away Tebus Murah,1
Tito Minta Pemda All Out Gunakan APBD demi Tangkal Corona,0
Akun WhatsApp Mengatasnamakan Sekretaris Daerah Kabupaten Kubu Raya,1
Sidang DKPP Putuskan Gibran Rakabuming Raka Tidak Sah Ikuti Pemilu 2024,1
Kode 5G Setelah Booster Vaksin Covid-19,1
Makan Malam Romantis Pengalaman Buruk Makan Bareng Pasangan di Hari Valentine Ini Bikin Ngakak,0
Pemkot Malang Luncurkan Enam Motor Tambal Ban Online,1
"Sektor Musik Dapat Kartu Pra Kerja, Apa Kata Musisi?",0
THR Karyawan Tetap Cair? Ini Jawaban Bos AirAsia Indonesia,0
Klaim Cara Mencegah Kanker Dr. Gupta di Facebook,1
Minta Uang pada Suami untuk Membeli Susu Malah Jadi Korban Penganiayaan,1
"Bikin Emosi Teman Mutia Ayu, Aura Kasih Hapus Kenangan Glenn Fredly",0
Usia 50 ke Atas Dilarang Masuk Mall Hingga Makan di Kafe pada Fase New Normal,1
"Polisi: Pemenang Tak Paham Acara Lelang Motor Jokowi, Disangka Dapat Hadiah",0
"Kim Bok Dong Quote, Tentang Hati-hati terhadap Orang Bermata Sipit",1
Asap Rokok Mampu Membunuh Virus Corona,1
Video Warga 1 RT di Ciracas Dievakuasi ke Wisma Atlet karena Covid-19,1
"Prabowo Subianto Meninggal Dunia, Gibran Rakabuming Raka Jadi Presiden 2024",1
Surat Suara Sudah Tercoblos untuk Paslon No. 4 Pathul-Nursiah di Pilkada Lombok Tengah,1
Orang yang Sudah Divaksin Bisa Dideteksi Melalui Bluetooth,1
Ortu Diminta Tak Beri Edukasi Pasien Corona Pasti Meninggal ke Anak,0
"Mengenakan Busana Adat Bali, Tun Mahatir Mohamad Tidak Mau Menjemput Jokowi",1
"Cegah Corona, Perlintasan Darat Indonesia-Malaysia di Kalbar Ditutup",0
Ahok Masuk Bursa Pimpinan Ibu Kota Baru,0
"Positif Corona, Santri Temboro di Polewali Mandar Dijemput Petugas Medis",0
Video Perkelahian Antar Pedagang di Wilayah Solo Jawa Tengah,1
"Tambah 3, Kasus Positif Corona di Sumsel Jadi 22 Orang",0
"Medina Zein Sepekan Ditahan, Lukman ke Mana Sih?",0
8 Posisi Bercinta yang Diklaim Manjur Untuk Cepat Hamil,0
Orang Terkaya Asia Sumbang 1 Juta Masker ke AS,0
OJK Melegalkan dan Menjamin Judi Online,1
Porsche Taycan Jadi Mobil Paling Ngebut 2020,0
"Missed Call Dari Nomor Luar Negeri yang Dapat Menyalin Daftar Kontak, Mengakses SIM Card, dan Menjebol Data Bank",1
Surat Fatwa Tentang Nasab Habaib Mengatasnamakan MUI,1
Akun Facebook Mengatasnamakan Bupati Dharmasraya,1
Yayasan Miracle Hope Ingin Membantu Untuk Mengobati Penderita Kanker Jenis Apapun,1
